geohash,value
xneugjx5r,39.0
xneugjxg1,42.0
xneugm86g,41.0
xneugm8ft,44.0
xneugm96t,49.0
xneugm9fd,47.0
xneugmd69,51.0
xneugmddy,54.0
xneugmdg5,49.0
xneugmdgh,50.0
xneugmdgj,57.0
xneugme5k,57.0
xneugme7y,55.0
xneugmeus,56.0
xneugmsq5,59.0
xneugmsz8,57.0
xneugmv1u,66.0
xneugmvky,72.0
xneugmvxy,73.0
xneugqjgk,70.0
xneugqnp4,74.0
xneugqq6c,72.0
xneugqqw4,71.0
xneugqwch,72.0
xneugqx7b,72.0
xneugqxwm,70.0
xneugwb0u,70.0
xneugwbeh,69.0
xneugwcjt,65.0
xneugwzpe,72.0
xneugx18p,56.0
xneugx46e,58.0
xneugx5h3,62.0
xneugx5sw,60.0
xneugxhgq,62.0
xneugxhk7,60.0
xneugxj6w,62.0
xneugxjcx,62.0
xneugxn2y,67.0
xneugxn8q,65.0
xneugxp2d,71.0
xneugxp7r,72.0
xneugxpxh,72.0
xneugxrfy,69.0
xneugz2qg,67.0
xneugz8dv,68.0
xneugz8z5,65.0
xneugzbgr,68.0
xneugzcj0,66.0
xneutf7sb,32.871576874888135
xnev0pxcz,45.0
xnev0pxfr,44.0
xnev0pxv6,44.0
xnev0pxv7,47.0
xnev0pxve,52.0
xnev0pxvj,60.0
xnev0pxy4,47.0
xnev0pz9h,45.0
xnev0pz9m,46.0
xnev0pz9v,51.0
xnev0pz9x,60.0
xnev0pzdg,47.0
xnev0pzkz,41.0
xnev0pzmx,42.0
xnev0pzqp,54.0
xnev0pzru,46.0
xnev0pztb,55.0
xnev0q3vy,48.0
xnev0q3vz,41.0
xnev0q3xu,49.0
xnev0q3yf,55.0
xnev0q3z4,40.0
xnev0q67r,49.0
xnev0q6dg,49.0
xnev0q6e2,40.0
xnev0q6fb,43.0
xnev0q6fj,51.0
xnev0q6hf,50.0
xnev0q6hx,40.0
xnev0q6k4,51.0
xnev0q71v,46.0
xnev0q73u,45.0
xnev0q745,52.0
xnev0q74j,40.0
xnev0q79d,50.0
xnev0q79x,48.0
xnev0q7cc,56.0
xnev0q7cg,41.0
xnev0q7cx,47.0
xnev0q97e,46.0
xnev0q994,47.0
xnev0q996,42.0
xnev0q9d8,57.0
xnev0q9kf,46.0
xnev0q9m5,43.0
xnev0q9pt,45.0
xnev0q9qc,57.0
xnev0qbgz,40.0
xnev0qbuz,42.0
xnev0qbvp,39.5
xnev0qbzc,39.0
xnev0qc0u,47.0
xnev0qc1j,42.0
xnev0qc1s,40.0
xnev0qc56,59.0
xnev0qk1w,47.0
xnev0qk3e,48.0
xnev0qk99,48.0
xnev0qk9d,50.0
xnev0qkc8,44.0
xnev0qkcn,52.0
xnev0qkcr,46.0
xnev0qm1m,45.0
xnev0qm1r,52.0
xnev0qm2x,52.0
xnev0qm30,47.0
xnev0qm32,38.0
xnev0qm3j,49.0
xnev0qm3n,49.2
xnev0qm3p,53.0
xnev0qm3q,49.0
xnev0qm3r,44.5
xnev0qm8c,54.0
xnev0qm8z,29.0
xnev0qm91,47.0
xnev0qm94,35.333333333333336
xnev0qmb9,56.0
xnev0qmbn,53.0
xnev0qmbv,42.0
xnev0qmbx,40.0
xnev0qnrc,51.0
xnev0qnx3,47.0
xnev0qnx8,51.0
xnev0qnxf,65.0
xnev0qnxv,41.0
xnev0qnze,33.0
xnev0qnzj,46.0
xnev0qpp2,66.0
xnev0qppm,37.0
xnev0qpqt,48.0
xnev0qpqz,62.0
xnev0qpr4,36.0
xnev0qprh,33.0
xnev0qpvz,49.0
xnev0qpy9,39.0
xnev0qpyr,34.0
xnev0qq08,33.0
xnev0qq0q,59.0
xnev0qq2h,33.0
xnev0qq2n,37.0
xnev0r0b5,59.0
xnev0r0b9,39.0
xnev0r0bf,40.0
xnev0r0c1,39.0
xnev0r0ek,38.0
xnev0r0qx,40.0
xnev0r0qz,42.333333333333336
xnev0r0rp,43.0
xnev0r0rr,39.0
xnev0r0sh,38.0
xnev0r0ss,40.0
xnev0r0su,56.0
xnev0r0t5,40.0
xnev0r0tb,41.0
xnev0r0x8,39.0
xnev0r22s,44.0
xnev0r22x,44.0
xnev0r22y,55.0
xnev0r265,40.0
xnev0r26g,44.0
xnev0r26k,41.0
xnev0r270,43.0
xnev0r276,48.857142857142854
xnev0r27c,55.0
xnev0r2jz,57.0
xnev0r2k2,38.0
xnev0r2k3,41.0
xnev0r2m1,55.0
xnev0r2nj,45.0
xnev0r2nk,45.0
xnev0r2nn,44.2
xnev0r2ph,41.0
xnev0r806,40.0
xnev0r814,54.0
xnev0r816,56.0
xnev0r819,45.0
xnev0tur1,49.0
xnev0turd,38.0
xnev0tuvx,49.0
xnev0tuwu,43.0
xnev0tux1,41.0
xnev0tux2,28.0
xnev0tux5,40.0
xnev0tux7,40.0
xnev0tuxn,45.0
xnev0tuy8,31.0
xnev0tuy9,47.0
xnev0tvg7,49.0
xnev0tvjc,45.0
xnev0tvju,35.0
xnev0tvkr,51.0
xnev0tvm8,44.0
xnev0tvmh,45.0
xnev0tvmk,43.0
xnev0tvse,35.0
xnev0tvsr,47.0
xnev0tvuj,43.0
xnev0txxh,50.0
xnev0txxt,43.0
xnev0txxx,47.0
xnev0txz3,35.0
xnev0txz8,48.0
xnev0ty4g,51.0
xnev0ty51,48.4
xnev0ty5b,43.0
xnev0ty5j,46.0
xnev0ty5k,37.0
xnev0ty6n,48.0
xnev0ty9y,34.0
xnev0tyd3,44.0
xnev0tydh,42.0
xnev0tydk,49.0
xnev0tz09,53.0
xnev0tz0u,48.0
xnev0tz0w,43.0
xnev0tz0y,49.0
xnev0tz28,35.0
xnev0v6zg,38.0
xnev0v6zq,57.0
xnev0v6zz,48.0
xnev0v7p7,32.0
xnev0v7qf,40.0
xnev0v7qk,57.0
xnev0v7qw,48.0
xnev0v7r1,46.0
xnev0v7v6,54.0
xnev0v7vd,46.0
xnev0v7vw,50.0
xnev0v7wh,31.0
xnev0v7y0,45.0
xnev0v8mb,49.0
xnev0v8mg,37.0
xnev0v8nk,41.0
xnev0v8q4,46.5
xnev0v8t6,40.0
xnev0v8u7,50.0
xnev0v8uc,45.0
xnev0v8ug,47.0
xnev0v8um,40.0
xnev0v8ur,37.0
xnev0v95y,43.0
xnev0v97b,43.6
xnev0v97d,39.0
xnev0v97e,46.0
xnev0v97j,53.0
xnev0v97p,39.0
xnev0v9cy,54.0
xnev0v9dt,34.0
xnev0v9dv,44.0
xnev0v9e1,42.0
xnev0v9f6,38.0
xnev0v9fp,36.0
xnev0v9hj,44.0
xnev0vd1c,42.0
xnev0vd1e,33.0
xnev0vd1t,35.0
xnev0vd2w,53.0
xnev0vd2z,40.666666666666664
xnev0vd40,42.0
xnev0vd8e,35.0
xnev0vdbh,46.0
xnev0vkew,33.0
xnev0vkg1,53.0
xnev0vkg9,47.0
xnev0vkgj,43.0
xnev0vkhu,34.0
xnev0vkhz,50.0
xnev0vkk1,52.0
xnev0vkkm,41.0
xnev0vkkq,47.0
xnev0vm3c,49.0
xnev0vm3z,44.0
xnev0vm4c,49.0
xnev0vm60,39.0
xnev0vm6h,45.0
xnev0vm9k,49.0
xnev0vmb9,50.0
xnev0vmbu,43.0
xnev0vmbx,50.0
xnev0vnr6,48.0
xnev0vnwz,48.0
xnev0vnx2,41.0
xnev0vnx5,53.0
xnev0vny7,45.0
xnev0vnyd,54.0
xnev0vpjt,44.0
xnev0vpky,45.0
xnev0vpm8,48.0
xnev0vpmj,54.0
xnev0vpmn,57.0
xnev0vpu5,43.0
xnev0vpuj,49.0
xnev0vq06,40.0
xnev0vq0n,53.0
xnev0w0my,41.0
xnev0w0n0,58.0
xnev0w0n2,38.0
xnev0w0t4,50.0
xnev0w0te,60.0
xnev0w0ts,36.0
xnev0w0tw,36.0
xnev0w1ge,47.0
xnev0w1hr,48.0
xnev0w1hv,55.0
xnev0w1jh,41.0
xnev0w1kc,41.0
xnev0w1kg,38.0
xnev0w1u1,53.0
xnev0w1u6,39.0
xnev0w47k,53.0
xnev0w4db,43.0
xnev0w4e3,43.0
xnev0w4ej,40.0
xnev0w4en,35.0
xnev0w4fx,53.0
xnev0w4h0,39.0
xnev0w51g,48.0
xnev0w53f,40.0
xnev0w53u,31.0
xnev0w53x,53.0
xnev0w560,46.0
xnev0w58r,45.0
xnev0w5bw,40.0
xnev0w5bx,45.0
xnev0zfxt,40.0
xnev0zgxb,35.0
xnev12n24,45.0
xnev12n3g,59.0
xnev12n5y,47.0
xnev12n74,60.0
xnev12n76,33.0
xnev12nm0,58.0
xnev12nm2,57.75
xnev12nnr,59.0
xnev12npe,45.0
xnev12npp,32.0
xnev12npr,58.0
xnev12q0y,56.0
xnev12q4w,34.0
xnev12q56,45.0
xnev12qhy,58.0
xnev12qjn,53.0
xnev12qnz,37.0
xnev12qp5,45.0
xnev12w5j,47.0
xnev12w62,56.0
xnev12w69,56.0
xnev12w71,37.0
xnev12wpx,49.0
xnev12wr6,56.0
xnev12wre,39.0
xnev12y2e,55.0
xnev12y7y,38.0
xnev12yk4,48.0
xnev12ykm,54.0
xnev12yqn,51.0
xnev13n2h,49.0
xnev13n7y,52.0
xnev13n80,36.0
xnev13n8b,55.0
xnev13ne1,50.0
xnev13nrz,53.0
xnev13nsf,34.0
xnev13nt4,61.0
xnev13nxg,50.0
xnev13q8g,59.0
xnev13q9h,38.0
xnev13qe8,52.0
xnev13qeu,57.0
xnev13qsk,47.0
xnev13qsu,55.125
xnev13qth,54.0
xnev13qtt,35.0
xnev13qx0,50.0
xnev13qxu,52.0
xnev13w8k,43.0
xnev13wd8,50.0
xnev13wed,53.0
xnev13wqm,50.0
xnev13wrp,53.0
xnev13ws3,43.0
xnev13ww2,40.0
xnev13y2t,43.0
xnev13y39,50.0
xnev13y67,54.0
xnev13y6g,39.0
xnev13y79,44.0
xnev13yhv,58.0
xnev13yjp,45.5
xnev13yjr,44.0
xnev13ykh,56.0
xnev13ym2,55.0
xnev13yn6,56.0
xnev13ynm,49.0
xnev13ynn,55.5
xnev13ynq,53.0
xnev13ype,50.0
xnev13yph,36.0
xnev13yu0,56.0
xnev13zhj,57.0
xnev13zs5,52.0
xnev15yvz,37.0
xnev15yy6,55.0
xnev15yz1,53.0
xnev15z6z,51.0
xnev15z7n,37.0
xnev15z9g,57.0
xnev15z9y,47.0
xnev15zbp,54.0
xnev15zbr,39.0
xnev15zc2,44.0
xnev15zhp,56.0
xnev15zhw,41.0
xnev15zj8,53.0
xnev15zk2,50.0
xnev16jbt,60.0
xnev16jcp,50.5
xnev16jfm,51.0
xnev16jft,47.5
xnev16jfv,47.0
xnev16jg5,35.0
xnev16jg7,46.0
xnev16jrx,67.0
xnev16jsn,62.0
xnev16jtp,49.0
xnev16juc,45.0
xnev16jwp,49.0
xnev16jwu,42.0
xnev16jx7,33.0
xnev16kzx,59.0
xnev16m3r,50.0
xnev16m5x,63.0
xnev16m6n,41.0
xnev16m77,34.0
xnev16m92,46.0
xnev16mjx,50.0
xnev16mm0,55.0
xnev16mnj,56.0
xnev16mpe,37.0
xnev16n05,53.0
xnev16sex,62.0
xnev16sgk,57.0
xnev16srr,64.0
xnev16su5,40.0
xnev16sv2,48.0
xnev16sv8,53.0
xnev16t12,49.0
xnev16u3y,56.0
xnev16u6c,64.0
xnev16u86,49.0
xnev16u92,45.0
xnev16uk7,41.0
xnev16ukc,57.0
xnev16um2,46.0
xnev16un6,68.0
xnev16unn,56.0
xnev173vc,59.0
xnev173vr,58.0
xnev173vu,52.0
xnev173xc,43.0
xnev173xd,49.0
xnev175bz,54.0
xnev175c6,66.0
xnev175cp,43.0
xnev175cu,58.0
xnev175g2,41.0
xnev175kt,60.0
xnev175mp,53.0
xnev175p2,63.0
xnev175p7,42.0
xnev175p9,57.0
xnev175q5,37.0
xnev175sd,49.5
xnev1765x,63.0
xnev1766y,54.0
xnev1766z,42.0
xnev1769s,60.0
xnev176bm,37.0
xnev176bp,56.0
xnev176d4,41.0
xnev176d8,54.0
xnev176hf,41.0
xnev176j1,43.0
xnev178fw,56.0
xnev178g7,51.0
xnev178mx,39.0
xnev178p9,53.0
xnev178pj,49.0
xnev178q6,43.0
xnev178ss,47.0
xnev178t0,55.0
xnev178t2,56.0
xnev1792h,57.0
xnev1792p,55.0
xnev1792s,51.0
xnev17945,47.0
xnev17948,50.0
xnev17h04,41.0
xnev18jc9,49.0
xnev18jv8,52.0
xnev18m95,50.0
xnev18mke,46.0
xnev18mpu,48.0
xnev18sfv,48.0
xnev18sud,46.0
xnev18sv1,51.0
xnev18sv3,54.0
xnev18sxj,58.0
xnev18u6p,56.0
xnev18um2,56.0
xnev195gp,59.0
xnev195uc,57.0
xnev195uk,56.0
xnev195xh,55.0
xnev1965x,44.0
xnev196e4,43.0
xnev196fw,47.0
xnev196hj,45.0
xnev196n0,43.0
xnev19736,55.0
xnev199bw,42.0
xnev199g7,41.0
xnev199y2,40.0
xnev19bh1,54.0
xnev19bkp,56.0
xnev19bun,57.0
xnev19c9m,41.0
xnev19cee,42.0
xnev19ck5,47.0
xnev19ckp,43.0
xnev19cs0,44.0
xnev19h03,59.0
xnev1gzjc,48.0
xnev1hcwy,48.0
xnev1hcxd,55.0
xnev1hcxn,47.0
xnev1hdzz,54.0
xnev1hedu,47.0
xnev1hees,49.0
xnev1hef5,55.0
xnev1hem8,49.0
xnev1hemj,54.0
xnev1hent,39.0
xnev1henw,53.0
xnev1hep6,46.0
xnev1hes4,49.0
xnev1hf9z,48.0
xnev1hfbh,44.0
xnev1hfd9,45.0
xnev1hfdc,55.0
xnev1hfdd,48.0
xnev1hfhu,45.0
xnev1hfhx,53.0
xnev1hfhz,45.0
xnev1hfj6,57.0
xnev1hfj9,51.0
xnev1hjrp,45.0
xnev1hjrw,58.0
xnev1hjtu,49.0
xnev1hjtv,49.0
xnev1hjup,37.0
xnev1hjus,55.0
xnev1hjwf,34.0
xnev1hkfg,48.0
xnev1hkgb,56.0
xnev1hkmw,49.0
xnev1hkr1,50.0
xnev1hkt5,37.0
xnev1hkt8,49.0
xnev1hkt9,51.0
xnev1hm0z,50.0
xnev1hm1g,34.0
xnev1hm20,49.0
xnev1hm42,51.0
xnev1hm48,56.0
xnev1hn2v,52.0
xnev1hn3f,54.0
xnev1hn3n,37.0
xnev1hn4u,51.0
xnev1hn52,51.0
xnev1hn56,35.0
xnev1hn84,50.0
xnev1hn8h,34.0
xnev1hs01,49.0
xnev1hs0c,51.0
xnev1hs0e,50.0
xnev1hs0k,44.0
xnev1j059,44.0
xnev1j05b,58.0
xnev1j05e,54.0
xnev1j0cc,57.0
xnev1j0d8,48.0
xnev1j0d9,58.0
xnev1j0dh,45.0
xnev1j10w,44.0
xnev1j114,59.0
xnev1j11h,48.0
xnev1j12j,54.0
xnev1pfwg,68.0
xnev1pgtf,60.0
xnev1putd,56.0
xnev1pvw6,57.0
xnev1rvwd,62.0
xnev1rxmc,62.0
xnev1ry6x,62.0
xnev1szdd,52.0
xnev1tmt2,63.0
xnev1tn8p,55.0
xnev1tnn2,59.0
xnev1tthy,66.0
xnev1tvh2,67.0
xnev1u5xg,55.0
xnev1u6s0,50.0
xnev1u8t2,50.0
xnev1u92x,49.0
xnev1uhgb,56.0
xnev1ujbs,52.0
xnev1wcvn,73.0
xnev1wdxw,72.0
xnev1wed0,69.0
xnev1whez,70.0
xnev1wkhj,69.0
xnev1x170,73.0
xnev1x29t,70.0
xnev1x801,67.0
xnev208nt,56.0
xnev208nv,36.0
xnev208qc,38.0
xnev208qf,41.0
xnev208qr,43.0
xnev208vm,55.0
xnev208vs,40.0
xnev208vw,39.0
xnev209jp,45.0
xnev209kv,43.0
xnev209kz,39.0
xnev209sh,54.0
xnev209ss,38.0
xnev209u2,42.0
xnev209un,36.0
xnev209up,47.0
xnev20d5v,43.0
xnev20d5y,46.0
xnev20d7b,45.0
xnev20d7c,36.0
xnev20d7k,52.0
xnev20d7w,45.0
xnev20d7x,42.0
xnev20d7z,39.0
xnev20de8,38.142857142857146
xnev20ded,39.0
xnev20dek,50.0
xnev20des,50.4
xnev20dew,54.0
xnev20dg6,42.0
xnev20dgm,42.0
xnev20dh1,45.0
xnev20dhj,45.666666666666664
xnev20e4e,48.0
xnev20e54,49.0
xnev20e5p,44.0
xnev20e6v,41.0
xnev20e7h,45.0
xnev20edu,47.0
xnev20ef6,50.0
xnev20efw,43.0
xnev20efx,48.0
xnev20mxg,49.0
xnev20mxx,45.0
xnev20mye,47.0
xnev20mz3,43.0
xnev20p29,38.0
xnev20p3f,40.0
xnev20p63,54.0
xnev20p64,53.0
xnev20phd,41.0
xnev20phu,47.0
xnev20pn4,35.0
xnev20pn6,50.5
xnev20q7s,45.0
xnev20q9z,49.0
xnev20qb3,43.0
xnev20qc2,49.0
xnev20qcb,40.0
xnev20qdm,45.0
xnev20qjp,46.0
xnev20qjt,44.0
xnev20qkb,49.0
xnev20qkf,41.0
xnev20s49,45.0
xnev20s62,46.0
xnev20scf,46.0
xnev20scw,48.0
xnev20sd0,44.0
xnev20sd1,49.0
xnev20sd5,48.0
xnev20t0z,46.0
xnev20t1h,43.0
xnev20t1p,46.0
xnev20t81,46.0
xnev22zsw,43.0
xnev23cjt,43.0
xnev23e58,43.0
xnev23f03,49.0
xnev23mhd,35.0
xnev23ncy,41.0
xnev23npm,39.0
xnev23s04,39.0
xnev24rcv,49.0
xnev24x2p,46.0
xnev24xnd,46.0
xnev24ysg,45.0
xnev258zg,38.0
xnev259y7,36.0
xnev25dgf,41.0
xnev25e8x,41.0
xnev25jre,46.0
xnev25ks7,44.0
xnev25n43,45.0
xnev2607x,46.0
xnev289tw,45.0
xnev28b8k,47.0
xnev28du5,48.0
xnev28efr,50.0
xnev28mpb,51.0
xnev28muu,45.0
xnev28pqe,45.0
xnev28q9s,44.0
xnev2b05e,45.0
xnev2b0cq,41.0
xnev2b1b4,42.0
xnev2bh28,36.0
xnev2bhcq,39.0
xnev2bj9b,36.0
xnev2bjfp,35.0
xnev2bn0r,34.0
xnev2bn81,37.0
xnev2bnb4,39.0
xnev2bnb7,65.0
xnev2bnbk,41.111111111111114
xnev2bncm,65.0
xnev2bp4m,62.0
xnev2bpd9,63.0
xnev3004d,65.0
xnev300cc,66.0
xnev3018k,65.0
xnev30n84,58.0
xnev30p9c,58.0
xnev320e9,59.0
xnev321s3,59.0
xnev324s6,58.0
xnev32h97,63.0
xnev380g6,60.0
xnev45b5y,53.0
xnev45c67,54.0
xnev45f96,57.0
xnev45gbc,57.0
xnev45v08,59.0
xnev45wpz,57.0
xnev45xqj,59.0
xnev473xm,58.0
xnev476u3,57.0
xnev477fp,60.0
xnev478e4,60.0
xnev47m1q,63.0
xnev47q3m,60.0
xnev47rd5,59.0
xnev4dyww,58.0
xnev4dze2,57.0
xnev4e2fc,60.0
xnev4e3fy,57.0
xnev4e71f,56.0
xnev4ehpu,57.0
xnev4ejfj,54.0
xnev4ejj6,55.0
xnev4f7yx,53.0
xnev4f9q6,53.0
xnev4fb2s,53.0
xnev4fdk0,56.0
xnev4fe1s,58.0
xnev4fjx4,67.0
xnev4fkf8,65.0
xnev4fn7y,69.0
xnev4fp3k,72.0
xnev50zbs,73.0
xnev50znh,75.0
xnev51br6,74.0
xnev51cm8,74.0
xnev51egy,77.0
xnev51f5h,74.0
xnev51g01,74.0
xnev51kz1,78.0
xnev51m9g,81.0
xnev51n7g,84.0
xnev523xq,64.0
xnev526sr,60.0
xnev527f0,60.0
xnev528g8,69.0
xnev52kbs,58.0
xnev52q00,57.0
xnev52r0d,52.0
xnev5821s,51.0
xnev5834u,45.0
xnev5865v,49.0
xnev587hm,49.0
xnev58khw,51.0
xnev58mhr,51.0
xnev58q7b,51.0
xnev58r4x,54.0
xnev5b0xx,55.0
xnev5b108,66.0
xnev5b1h2,65.0
xnev5b213,52.0
xnevdfgrj,30.972126070322464
xneyhpx5e,24.891331546023235
xneysek46,31.328260869565216
xneyu2x9z,30.534561387820798
xneyyr50h,37.644375760981546
xnezj2x7r,41.953098511960825
xns4wcd9v,29.72716742403992
xns78x3f2,29.06720741599073
xnsk2596e,84.93062223477361
xnskbcu5n,1136.9308357348702
xnskbcu5q,1140.0
xnskbcu5r,1147.700296735905
xnskbcu5x,1146.1764705882354
xnskbcu72,1130.948051948052
xnskbcu73,1131.2871287128712
xnskbcu78,1114.5494382022473
xnskbcu7j,1111.2640692640693
xnskbcuhn,1159.2
xnsm21znv,104.33477200225182
xnsm23vbc,40.067035959064874
xnsm8q5p0,22.555262679512815
xnsm8qju2,28.261584986213645
xnsn5uvyb,75.8306760488109
xnsnyzyz1,26.271252896096954
